serial_no,alumni_id,student_id,current_employer_id,current_title,years_experience,career_stage,skills_primary,skills_secondary,certifications,achievements,mentoring_interest,volunteering_interest,is_active_member,last_engagement_date,profile_visibility,preferred_contact_method,preferred_time_zone,portfolio_url,github_url,created_at
72,1cca4bb1-501c-450e-803d-f8d58276643e,840e5121-f5e7-4b39-8c74-4eb6e39d1177,EMP000072,Data Analyst,10.6,Lead,"ETL, Databases, Cloud","AWS, Azure, GCP",None,Published Paper,1,0,1,07/16/2025,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/brian-owens-72,https://github.com/bowens72,2025-10-25 05:48:41
73,5ae1a830-2236-4fe5-96c3-9b0ceadf6384,c7350b9c-2cd1-456a-977c-f9cda916bbe2,EMP000073,Product Analyst,9.4,Senior,"Python, SQL, Statistics","DAX, Modeling, Dashboards",Security+,Volunteer Lead,0,1,0,03/16/2023,Private,LinkedIn,America/Chicago,https://portfolio.example.com/holly-mitchell-73,https://github.com/hmitchell73,2025-10-25 05:48:41
74,90be0937-b697-403c-af4d-5f9e19f737bd,e39fe27c-5727-4cf5-99ae-4fda5978aed6,EMP000074,Security Analyst,8.0,Senior,"Power BI, Excel, Storytelling","AWS, Azure, GCP",Security+,Dean's List,1,1,0,09/13/2024,Private,Email,America/New_York,https://portfolio.example.com/michael-williams-74,https://github.com/mwilliams74,2025-10-25 05:48:41
75,743244ad-39ee-4ab7-918b-00de12297260,6da5ae7b-363a-4320-8758-3b4b50dda798,EMP000075,Software Engineer,5.2,Senior,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Security+,Capstone Award,0,1,0,12/31/2026,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/mackenzie-jones-75,https://github.com/mjones75,2025-10-25 05:48:41
76,c884db75-958c-4e14-91f6-c58d7192f6a8,55beeb42-0b77-4610-b9b4-0ee98fc0bffa,EMP000076,Product Analyst,1.7,Early,"Git, CI/CD, Microservices","AWS, Azure, GCP",AWS CCP,Published Paper,1,0,0,02/12/2026,Private,Email,America/New_York,https://portfolio.example.com/samuel-farrell-76,https://github.com/sfarrell76,2025-10-25 05:48:41
77,6ac8a024-0bca-4a73-a61c-3a6c33c41497,2c2472a4-3a0c-48bb-91df-499857ce46c6,EMP000077,ML Engineer,10.2,Lead,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",None,Published Paper,0,0,1,02/12/2022,Public,Email,America/New_York,https://portfolio.example.com/alexis-curtis-77,https://github.com/acurtis77,2025-10-25 05:48:41
78,27b9f13a-4a40-4d62-9ab3-3b5fb8860bc4,96364207-cb1a-4768-9def-c772867e586e,EMP000078,Data Engineer,0.7,Early,"Git, CI/CD, Microservices","Communication, Teamwork",Azure Fundamentals,Hackathon Winner,0,1,0,04/15/2025,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/ruben-curtis-78,https://github.com/rcurtis78,2025-10-25 05:48:41
79,9160de0e-2e4a-4dbf-9ca3-dae94162b5cc,9938c3d0-3421-45e5-bf0c-fa295464a204,EMP000079,Software Engineer,8.6,Senior,"Power BI, Excel, Storytelling","DAX, Modeling, Dashboards",Security+,Dean's List,0,1,1,03/15/2024,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/catherine-andrade-79,https://github.com/candrade79,2025-10-25 05:48:41
80,c478e5fe-4d69-4608-9640-2d14ed71a9b1,84e21646-7274-4f21-9b02-14d2e0ef6491,EMP000080,Data Analyst,11.6,Lead,"Java, Algorithms, Data Structures","ML, DL, MLOps",PMP,Capstone Award,0,0,0,07/16/2026,SLU-only,Phone,America/New_York,https://portfolio.example.com/andrew-vasquez-80,https://github.com/avasquez80,2025-10-25 05:48:41
81,11c5990e-1798-43c8-8280-5c7d44ab00cd,ced00964-755c-4f70-b143-6e30ca01d803,EMP000081,QA Engineer,6.1,Senior,"Git, CI/CD, Microservices","ML, DL, MLOps",Security+,Dean's List,0,1,1,10/15/2026,Private,Phone,America/New_York,https://portfolio.example.com/lisa-burns-81,https://github.com/lburns81,2025-10-25 05:48:41
82,bc03e57b-3733-4c22-b071-f785bd2b1b0c,5982af4d-0209-4a7d-b6ab-51d4615eeff4,EMP000082,Security Analyst,7.5,Senior,"Network Security, Splunk, IAM","DAX, Modeling, Dashboards",Security+,Capstone Award,1,0,0,07/14/2026,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/justin-baxter-82,https://github.com/jbaxter82,2025-10-25 05:48:41
83,3a16f0d1-f5ca-4d1b-a427-0ba1978e373f,622d141e-9b67-47b5-94cd-d413cef9163c,EMP000083,Data Analyst,10.0,Lead,"Network Security, Splunk, IAM","DAX, Modeling, Dashboards",Security+,Published Paper,0,0,1,08/14/2026,Private,Phone,America/New_York,https://portfolio.example.com/lori-miller-83,https://github.com/lmiller83,2025-10-25 05:48:41
84,6fd6e61c-180a-4d3e-8b1a-87d3706615f9,085c5798-fd36-456e-b7c4-a8020cbd17d4,EMP000084,Data Engineer,5.9,Senior,"Power BI, Excel, Storytelling","ML, DL, MLOps",AWS CCP,Volunteer Lead,0,1,1,06/14/2025,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/alicia-green-84,https://github.com/agreen84,2025-10-25 05:48:41
85,f5c165e0-3f49-4db9-a343-78baf66560c0,a5a342a3-ea66-455a-9a7f-7d96c79750ec,EMP000085,QA Engineer,8.5,Senior,"Python, SQL, Statistics","Spark, Hadoop, PySpark",None,Published Paper,1,1,0,04/14/2023,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/isaac-nelson-85,https://github.com/inelson85,2025-10-25 05:48:41
86,bec018b0-19a0-470f-9d67-47d017f0cb7e,f3096aed-819c-4c42-9d4a-faa498486c82,EMP000086,QA Engineer,9.9,Senior,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",PMP,Hackathon Winner,1,0,1,01/14/2023,SLU-only,Email,America/New_York,https://portfolio.example.com/christopher-martinez-86,https://github.com/cmartinez86,2025-10-25 05:48:41
87,cee28310-081a-40e0-abc1-23aa5f6ced40,f7b4c23c-9965-48cd-92bd-910b6dd8c1fb,EMP000087,Associate Consultant,7.0,Senior,"Network Security, Splunk, IAM","DAX, Modeling, Dashboards",None,Volunteer Lead,0,1,1,12/13/2025,Private,Phone,America/New_York,https://portfolio.example.com/christine-manning-87,https://github.com/cmanning87,2025-10-25 05:48:41
88,d9523e28-a981-4df9-b662-00822c1a44b8,4438ea01-2e09-43c8-a490-facdbb917c55,EMP000088,Cloud Engineer,4.4,Mid,"Network Security, Splunk, IAM","Communication, Teamwork",Security+,Published Paper,1,0,1,12/31/2026,Private,LinkedIn,America/Los_Angeles,https://portfolio.example.com/kimberly-allison-88,https://github.com/kallison88,2025-10-25 05:48:41
89,40011eb8-ad65-4c92-98a9-64cc295992f6,1bdf85a1-cf9e-40dd-851b-7981c7c5a4a7,EMP000089,Software Engineer,5.3,Senior,"Git, CI/CD, Microservices","AWS, Azure, GCP",Azure Fundamentals,Capstone Award,0,0,1,07/15/2025,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/nathan-manning-89,https://github.com/nmanning89,2025-10-25 05:48:41
90,89165364-ea05-4a2b-af76-c0c3b53c7cc0,8db4c013-ec5f-4d77-8498-1bb423f90ade,EMP000090,Data Analyst,7.1,Senior,"Python, SQL, Statistics","AWS, Azure, GCP",Security+,Volunteer Lead,1,0,0,08/15/2023,Public,LinkedIn,America/New_York,https://portfolio.example.com/jackie-jackson-90,https://github.com/jjackson90,2025-10-25 05:48:41
91,e89def78-218b-48d8-b912-f57b68dc2df7,11a24b5e-6c30-46d7-83f3-1254da5a4f24,EMP000091,Business Analyst,10.6,Lead,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",AWS CCP,Capstone Award,0,1,1,07/14/2022,Private,Email,America/Chicago,https://portfolio.example.com/angela-brooks-91,https://github.com/abrooks91,2025-10-25 05:48:41
92,758e65ab-2eaf-4b31-9b4c-a6d92cfb61f2,da925b9b-dfa0-4e23-bb07-62e7656cd3bb,EMP000092,ML Engineer,1.9,Early,"Git, CI/CD, Microservices","SIEM, SOC",Azure Fundamentals,Hackathon Winner,0,1,1,05/16/2026,SLU-only,Phone,America/Los_Angeles,https://portfolio.example.com/kristin-davis-92,https://github.com/kdavis92,2025-10-25 05:48:41
93,8f5a3d28-3f41-4e66-882e-5e6f26552342,8558c0f8-345d-4e5a-af55-df8b0c82cf4e,EMP000093,Security Analyst,4.4,Mid,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",AWS CCP,Dean's List,0,1,1,10/14/2026,Private,Phone,America/Los_Angeles,https://portfolio.example.com/tiffany-smith-93,https://github.com/tsmith93,2025-10-25 05:48:41
94,01eb7d02-0a59-42f8-a24a-6b65b236c2e0,c8c6b4df-25c6-4057-8aa3-e6d83639aaba,EMP000094,ML Engineer,8.9,Senior,"Power BI, Excel, Storytelling","AWS, Azure, GCP",Security+,Hackathon Winner,0,1,1,03/15/2024,Private,Phone,America/Chicago,https://portfolio.example.com/joseph-nielsen-94,https://github.com/jnielsen94,2025-10-25 05:48:41
95,4f451dc1-43b8-40da-884c-59f37bc4f738,b78f69a4-8cd2-4bf6-a358-e7e2f1ad98bc,EMP000095,Software Engineer,9.3,Senior,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",PMP,Volunteer Lead,1,1,0,03/16/2025,Public,LinkedIn,America/New_York,https://portfolio.example.com/christopher-marquez-95,https://github.com/cmarquez95,2025-10-25 05:48:41
96,21190925-1482-46d3-acb8-48e9e098463e,e198d4cb-2609-449e-8d9a-f666a22b03c1,EMP000096,Cloud Engineer,0.1,Early,"Power BI, Excel, Storytelling","DAX, Modeling, Dashboards",Azure Fundamentals,Published Paper,0,1,1,04/16/2023,SLU-only,Phone,America/Chicago,https://portfolio.example.com/jessica-harper-96,https://github.com/jharper96,2025-10-25 05:48:41
97,4312da53-55be-40eb-a424-c889bcad0a29,b50481e2-ba72-412a-a910-a9d3f3ceace6,EMP000097,Software Engineer,2.0,Mid,"Power BI, Excel, Storytelling","SIEM, SOC",PMP,Capstone Award,1,1,0,06/14/2023,Public,LinkedIn,America/New_York,https://portfolio.example.com/william-todd-97,https://github.com/wtodd97,2025-10-25 05:48:41
98,aaf75230-dff6-4924-8526-0158ecbc7d54,2c6a3f85-b889-4858-bf38-cffbe388878e,EMP000098,Security Analyst,7.6,Senior,"Power BI, Excel, Storytelling","SIEM, SOC",Security+,Published Paper,0,0,1,04/16/2025,SLU-only,Phone,America/New_York,https://portfolio.example.com/penny-becker-98,https://github.com/pbecker98,2025-10-25 05:48:41
99,83603635-b434-4c1d-ad1f-99a08ead59db,9e11f3ae-1e92-422f-aa73-3de37f49a2a4,EMP000099,Data Analyst,3.4,Mid,"ETL, Databases, Cloud","SIEM, SOC",PMP,Capstone Award,1,0,0,03/16/2025,Private,Phone,America/New_York,https://portfolio.example.com/kristina-mccormick-99,https://github.com/kmccormick99,2025-10-25 05:48:41
100,0bcf7581-376e-4208-9808-93b49955e777,455db512-2be7-4309-89ed-82633fcbfad7,EMP000100,Cloud Engineer,7.5,Senior,"Python, SQL, Statistics","SIEM, SOC",None,Volunteer Lead,1,1,0,07/16/2026,Public,Email,America/Los_Angeles,https://portfolio.example.com/adam-vazquez-100,https://github.com/avazquez100,2025-10-25 05:48:41
101,a1f3fedb-e30d-4c35-ae6d-e7f3db4c9000,99f18731-e39d-4959-b35d-05147855012b,EMP000101,Security Analyst,11.2,Lead,"Network Security, Splunk, IAM","DAX, Modeling, Dashboards",AWS CCP,Hackathon Winner,0,1,1,05/15/2025,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/patrick-li-101,https://github.com/pli101,2025-10-25 05:48:41
102,6860df58-241c-4f2f-963b-6ddeaa5c3472,19ed81e8-10a1-42c7-b8d1-67a8d99a082f,EMP000102,Data Analyst,9.9,Senior,"Java, Algorithms, Data Structures","Spark, Hadoop, PySpark",Security+,Dean's List,1,0,0,04/13/2024,Public,LinkedIn,America/New_York,https://portfolio.example.com/jeffrey-glover-102,https://github.com/jglover102,2025-10-25 05:48:41
103,982cf8e1-673a-492b-b885-ff0ad6c0cd72,725f96a8-97f1-4739-971d-442bed94dbc2,EMP000103,Associate Consultant,9.0,Senior,"Network Security, Splunk, IAM","Communication, Teamwork",None,Volunteer Lead,0,0,1,03/14/2024,Public,Email,America/New_York,https://portfolio.example.com/christopher-butler-103,https://github.com/cbutler103,2025-10-25 05:48:41
104,b5029382-81c8-410f-b5eb-f1aa6d0cf6b5,4e522258-476c-40b4-8f66-2b82036da7a7,EMP000104,Product Analyst,1.8,Early,"ETL, Databases, Cloud","SIEM, SOC",Security+,Volunteer Lead,0,1,1,02/11/2025,SLU-only,Phone,America/Chicago,https://portfolio.example.com/lindsay-holland-104,https://github.com/lholland104,2025-10-25 05:48:41
105,b0f4f542-1fcf-4224-bb1d-e0a97cf6dd99,0c6dda06-384e-435e-87a2-75dd748f755c,EMP000105,Cloud Engineer,2.7,Mid,"Python, SQL, Statistics","DAX, Modeling, Dashboards",PMP,Hackathon Winner,0,1,1,06/14/2025,Private,LinkedIn,America/New_York,https://portfolio.example.com/ashley-austin-105,https://github.com/aaustin105,2025-10-25 05:48:41
106,d8a4e055-87d1-4023-ac33-f3fc0d557596,a2a38089-7659-4fba-a038-6088738c1adf,EMP000106,Software Engineer,9.6,Senior,"Python, SQL, Statistics","Spark, Hadoop, PySpark",None,Published Paper,0,0,0,12/14/2025,Public,Email,America/New_York,https://portfolio.example.com/ryan-smith-106,https://github.com/rsmith106,2025-10-25 05:48:41
107,01ad11b7-e6f6-48cf-93e6-1818b46a0abc,bde560d2-9803-4eae-a551-a6391d4277fd,EMP000107,Data Analyst,11.7,Lead,"Power BI, Excel, Storytelling","Communication, Teamwork",AWS CCP,Volunteer Lead,1,1,1,04/16/2026,Public,Phone,America/New_York,https://portfolio.example.com/heather-phillips-107,https://github.com/hphillips107,2025-10-25 05:48:41
108,f0b371e6-c6fc-4d25-b9b8-f97d687fef0b,13b22a6d-10c4-4e19-97b2-93be327996fe,EMP000108,Software Engineer,6.5,Senior,"Java, Algorithms, Data Structures","SIEM, SOC",Azure Fundamentals,Hackathon Winner,0,1,0,09/13/2023,Private,Phone,America/Chicago,https://portfolio.example.com/francisco-hurst-108,https://github.com/fhurst108,2025-10-25 05:48:41
109,f505d260-3f65-470a-a017-4e5063289ed2,73c3909e-6579-4665-aeb0-68eece71ff4c,EMP000109,ML Engineer,1.3,Early,"Power BI, Excel, Storytelling","ML, DL, MLOps",Security+,Dean's List,1,0,0,09/14/2025,SLU-only,Email,America/Chicago,https://portfolio.example.com/jesse-glover-109,https://github.com/jglover109,2025-10-25 05:48:41
110,149f3a5c-900c-464a-b7a9-d110930b7cc8,981fd802-6611-4944-b62b-71f922c6c9b5,EMP000110,Associate Consultant,8.0,Senior,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",AWS CCP,Hackathon Winner,0,1,0,09/14/2024,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/anthony-hernandez-110,https://github.com/ahernandez110,2025-10-25 05:48:41
111,8f0a64fe-03eb-4e3c-8287-72764e8be652,12473b60-11ea-4b38-990f-ff26ae382477,EMP000111,ML Engineer,8.5,Senior,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",Security+,Volunteer Lead,1,1,1,09/13/2024,SLU-only,LinkedIn,America/Los_Angeles,https://portfolio.example.com/christopher-ellis-111,https://github.com/cellis111,2025-10-25 05:48:41
112,bde20901-3863-4932-9786-3d3f38621b04,4f1adae0-45a0-452e-87b2-f48a8f6a261c,EMP000112,Business Analyst,0.1,Early,"Power BI, Excel, Storytelling","Spark, Hadoop, PySpark",PMP,Hackathon Winner,0,0,1,03/15/2023,SLU-only,Phone,America/Chicago,https://portfolio.example.com/rachel-ibarra-112,https://github.com/ribarra112,2025-10-25 05:48:41
113,da903029-65c6-4b80-8460-2ae9c5a94971,2219fe0d-7c47-46a4-8ecd-e89953e77314,EMP000113,Product Analyst,3.3,Mid,"Git, CI/CD, Microservices","Spark, Hadoop, PySpark",None,Capstone Award,0,1,1,10/14/2024,Private,Email,America/Los_Angeles,https://portfolio.example.com/sophia-smith-113,https://github.com/ssmith113,2025-10-25 05:48:41
114,023c3f77-9d0f-4447-8dc4-f94493becc65,97ac71bd-02d5-4f58-b465-338756333465,EMP000114,Security Analyst,0.3,Early,"Git, CI/CD, Microservices","ML, DL, MLOps",Azure Fundamentals,Capstone Award,0,1,0,09/13/2023,Private,Email,America/Los_Angeles,https://portfolio.example.com/jacob-harvey-114,https://github.com/jharvey114,2025-10-25 05:48:41
115,c04912c5-9261-4336-ad2c-33aeba5fa2df,568d7894-002d-41ac-bfce-628e1272155d,EMP000115,QA Engineer,2.5,Mid,"Power BI, Excel, Storytelling","AWS, Azure, GCP",Azure Fundamentals,Dean's List,0,1,1,09/13/2023,Private,Phone,America/Chicago,https://portfolio.example.com/regina-smith-115,https://github.com/rsmith115,2025-10-25 05:48:41
116,40123628-c7d1-4b15-95fc-077dded63ded,a1a419c2-e11e-4d70-8395-f207d1d0c0b3,EMP000116,Data Analyst,3.6,Mid,"ETL, Databases, Cloud","Communication, Teamwork",Security+,Capstone Award,1,0,1,10/14/2025,SLU-only,Email,America/Chicago,https://portfolio.example.com/melinda-williams-116,https://github.com/mwilliams116,2025-10-25 05:48:41
117,7d3dedaf-eb25-44c8-9220-3db0f7e49940,667b4104-ac74-4b46-85c1-253cb927fd40,EMP000117,ML Engineer,6.4,Senior,"Python, SQL, Statistics","DAX, Modeling, Dashboards",AWS CCP,Published Paper,1,0,1,12/31/2026,SLU-only,Phone,America/New_York,https://portfolio.example.com/brian-velez-117,https://github.com/bvelez117,2025-10-25 05:48:41
118,8750af0d-9e8e-4713-9a46-a0407b05cb43,85989fe5-af67-40ca-bdde-a8a4bde02544,EMP000118,ML Engineer,3.4,Mid,"Python, SQL, Statistics","AWS, Azure, GCP",AWS CCP,Volunteer Lead,1,1,1,09/15/2022,Public,LinkedIn,America/Chicago,https://portfolio.example.com/maria-page-118,https://github.com/mpage118,2025-10-25 05:48:41
119,1358ea95-1621-449f-8973-ae48df2d73a3,5e72b026-67f4-47ba-abb1-9aa8836a9da8,EMP000119,Business Analyst,5.8,Senior,"ETL, Databases, Cloud","ML, DL, MLOps",Security+,Capstone Award,1,0,0,12/31/2026,Private,LinkedIn,America/New_York,https://portfolio.example.com/luis-phillips-119,https://github.com/lphillips119,2025-10-25 05:48:41
120,b3ea4d00-9cc6-4147-ab1f-e86e7091b42c,a1b9650a-657e-461b-97b8-c88e5029f88b,EMP000120,Product Analyst,7.4,Senior,"Network Security, Splunk, IAM","AWS, Azure, GCP",AWS CCP,Capstone Award,0,0,1,09/13/2024,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/alejandro-reed-120,https://github.com/areed120,2025-10-25 05:48:41
121,0ba8d1cd-e3b3-4053-8011-e5626aa4920b,f1bad8ed-f106-4790-9036-c38e274c9389,EMP000121,Software Engineer,3.6,Mid,"Network Security, Splunk, IAM","ML, DL, MLOps",PMP,Capstone Award,1,1,1,01/13/2025,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/lisa-nielsen-121,https://github.com/lnielsen121,2025-10-25 05:48:41
122,ce7bd2dc-5219-4107-811e-905fc91c536c,ce6bfbcc-3381-4517-8712-eb3c4dcda869,EMP000122,Data Engineer,5.8,Senior,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",Azure Fundamentals,Hackathon Winner,1,1,1,08/15/2023,SLU-only,LinkedIn,America/New_York,https://portfolio.example.com/beth-jenkins-122,https://github.com/bjenkins122,2025-10-25 05:48:41
123,6a4f63c2-aea5-434f-a611-b33913c5ac48,c9cb2f5e-fe3a-45a6-b105-fb2ae75e333e,EMP000123,Cloud Engineer,0.3,Early,"Network Security, Splunk, IAM","ML, DL, MLOps",AWS CCP,Capstone Award,1,1,0,12/31/2026,SLU-only,Email,America/Chicago,https://portfolio.example.com/mark-parker-123,https://github.com/mparker123,2025-10-25 05:48:41
124,93e512ae-a56a-406f-a150-c74d8a1d7ab4,e9d611d4-4edb-43b3-9f2f-c039eb168dda,EMP000124,ML Engineer,9.6,Senior,"ETL, Databases, Cloud","AWS, Azure, GCP",Azure Fundamentals,Volunteer Lead,0,0,1,05/15/2022,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/travis-underwood-124,https://github.com/tunderwood124,2025-10-25 05:48:41
125,8e7beb22-6a6a-4f46-8cd1-d9e281dc9345,c1b3821d-13d1-4318-b5f2-7b2e718a056c,EMP000125,Security Analyst,4.7,Mid,"Java, Algorithms, Data Structures","DAX, Modeling, Dashboards",None,Dean's List,1,1,0,10/15/2025,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/melissa-barnett-125,https://github.com/mbarnett125,2025-10-25 05:48:41
126,a5c75ef8-a3ff-43e9-9b6d-c6dca1d12635,c987593d-3e27-4d2c-b462-fdac906c5f93,EMP000126,ML Engineer,4.5,Mid,"Python, SQL, Statistics","AWS, Azure, GCP",PMP,Hackathon Winner,0,1,0,04/14/2024,Private,Email,America/New_York,https://portfolio.example.com/alexander-perez-126,https://github.com/aperez126,2025-10-25 05:48:41
127,d5e28af2-dbb6-4aae-86c2-89bef71fb108,9c09da73-bfca-45d8-9afe-f2f009109d8d,EMP000127,Security Analyst,4.3,Mid,"ETL, Databases, Cloud","AWS, Azure, GCP",None,Hackathon Winner,1,0,1,08/15/2023,Public,Email,America/Chicago,https://portfolio.example.com/douglas-newton-127,https://github.com/dnewton127,2025-10-25 05:48:41
128,deaca889-23d5-4a73-b2c3-a2a6629e1aaa,aa1e7464-a500-47f8-b0bf-0f7f96b65f37,EMP000128,Cloud Engineer,12.0,Lead,"Git, CI/CD, Microservices","DAX, Modeling, Dashboards",Security+,Published Paper,1,0,1,02/13/2025,SLU-only,Email,America/New_York,https://portfolio.example.com/tracy-johnson-128,https://github.com/tjohnson128,2025-10-25 05:48:41
129,3829ff85-3bf2-4408-866f-b1a101354982,a581db0b-4143-4327-a800-9a82e0fffe37,EMP000129,Business Analyst,5.6,Senior,"Git, CI/CD, Microservices","SIEM, SOC",AWS CCP,Volunteer Lead,0,1,1,02/13/2026,SLU-only,Phone,America/Chicago,https://portfolio.example.com/samuel-wolfe-129,https://github.com/swolfe129,2025-10-25 05:48:41
130,58d0a30c-1017-472f-a66d-23ebc46c59a9,d763318e-2c1d-4617-98d7-414067be6585,EMP000130,Associate Consultant,7.0,Senior,"ETL, Databases, Cloud","Communication, Teamwork",PMP,Volunteer Lead,0,0,0,07/15/2025,Public,LinkedIn,America/Chicago,https://portfolio.example.com/charles-kelly-130,https://github.com/ckelly130,2025-10-25 05:48:41
131,e8b9b1cb-20b9-4577-ab36-31f93101ed47,a08006fc-160a-4ea5-9e8d-f617e8e4c421,EMP000131,Data Engineer,5.4,Senior,"Network Security, Splunk, IAM","Communication, Teamwork",PMP,Capstone Award,1,0,0,02/13/2024,SLU-only,LinkedIn,America/Chicago,https://portfolio.example.com/bryan-joyce-131,https://github.com/bjoyce131,2025-10-25 05:48:41
132,012a002b-7933-48ee-85f3-2c9e9363e793,ca13c093-7d12-4f73-8227-c5290945cf50,EMP000132,Associate Consultant,4.9,Mid,"ETL, Databases, Cloud","DAX, Modeling, Dashboards",AWS CCP,Dean's List,1,1,0,04/15/2026,Private,LinkedIn,America/Los_Angeles,https://portfolio.example.com/kim-williams-132,https://github.com/kwilliams132,2025-10-25 05:48:41
133,902492a0-6032-4625-83b1-827c720a2965,50acdf85-53b2-4c7e-8406-89aa38e739a9,EMP000133,QA Engineer,1.7,Early,"ETL, Databases, Cloud","Spark, Hadoop, PySpark",PMP,Published Paper,1,0,1,08/15/2026,Private,Email,America/New_York,https://portfolio.example.com/kayla-deleon-133,https://github.com/kdeleon133,2025-10-25 05:48:41
134,32a08de6-4320-45b8-ac1b-38715f35b64b,f47a10f1-faa6-45a4-9104-807e0790775c,EMP000134,Data Analyst,3.8,Mid,"Power BI, Excel, Storytelling","AWS, Azure, GCP",AWS CCP,Volunteer Lead,1,0,1,04/15/2023,Private,Email,America/Los_Angeles,https://portfolio.example.com/charlene-cooper-134,https://github.com/ccooper134,2025-10-25 05:48:41
135,c5cae940-d68f-46d4-869c-17d5ade7f019,413edf60-3f22-45e7-a76a-093c3477274b,EMP000135,ML Engineer,1.6,Early,"Network Security, Splunk, IAM","SIEM, SOC",Security+,Dean's List,0,1,1,08/15/2023,SLU-only,Email,America/Los_Angeles,https://portfolio.example.com/penny-patterson-135,https://github.com/ppatterson135,2025-10-25 05:48:41
