serial_no,student_id,slu_banner_id,first_name,last_name,preferred_name,slu_email,personal_email,phone_e164,program_name,college_name,concentration,start_term,grad_term,graduation_year,visa_status,opt_status,current_location_city,current_location_state,current_location_country,linkedin_url
88,4438ea01-2e09-43c8-a490-facdbb917c55,B0100088,Kimberly,Allison,Christine,kallison.88@slu.edu,kimberly.allison88@example.com,19759682309,MBA,Chaifetz School of Business,Business Analytics,Fall-2023,Fall-2025,2025,F1,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-88
89,1bdf85a1-cf9e-40dd-851b-7981c7c5a4a7,B0100089,Nathan,Manning,Nathan,nmanning.89@slu.edu,nathan.manning89@example.com,15689186276,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2022,Summer-2024,2024,F1,STEM OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-89
90,8db4c013-ec5f-4d77-8498-1bb423f90ade,B0100090,Jackie,Jackson,Jackie,jjackson.90@slu.edu,jackie.jackson90@example.com,15707783276,MS Information Technology,School of Science & Engineering,Networking,Spring-2020,Summer-2022,2022,H1B,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-90
91,11a24b5e-6c30-46d7-83f3-1254da5a4f24,B0100091,Angela,Brooks,Angela,abrooks.91@slu.edu,angela.brooks91@example.com,17733623380,MS Data Science,School of Science & Engineering,Big Data,Summer-2020,Spring-2021,2021,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-91
92,da925b9b-dfa0-4e23-bb07-62e7656cd3bb,B0100092,Kristin,Davis,Angela,kdavis.92@slu.edu,kristin.davis92@example.com,16644608020,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2024,Fall-2025,2025,H1B,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-92
93,8558c0f8-345d-4e5a-af55-df8b0c82cf4e,B0100093,Tiffany,Smith,Tiffany,tsmith.93@slu.edu,tiffany.smith93@example.com,14633636835,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2023,Summer-2025,2025,H1B,None,Bengaluru,MO,India,https://www.linkedin.com/in/slu-student-93
94,c8c6b4df-25c6-4057-8aa3-e6d83639aaba,B0100094,Joseph,Nielsen,Joseph,jnielsen.94@slu.edu,joseph.nielsen94@example.com,17257759094,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2021,Fall-2023,2023,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-94
95,b78f69a4-8cd2-4bf6-a358-e7e2f1ad98bc,B0100095,Christopher,Marquez,Christopher,cmarquez.95@slu.edu,christopher.marquez95@example.com,17575647787,MS Information Technology,School of Science & Engineering,Networking,Summer-2023,Fall-2024,2024,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-95
96,e198d4cb-2609-449e-8d9a-f666a22b03c1,B0100096,Jessica,Harper,Christopher,jharper.96@slu.edu,jessica.harper96@example.com,15923098341,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2020,Fall-2021,2021,F1,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-96
97,b50481e2-ba72-412a-a910-a9d3f3ceace6,B0100097,William,Todd,William,wtodd.97@slu.edu,william.todd97@example.com,14173214890,MBA,Chaifetz School of Business,Business Analytics,Fall-2021,Spring-2022,2022,Other,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-97
98,2c6a3f85-b889-4858-bf38-cffbe388878e,B0100098,Penny,Becker,Penny,pbecker.98@slu.edu,penny.becker98@example.com,16564376044,MBA,Chaifetz School of Business,Business Analytics,Fall-2023,Fall-2024,2024,F1,OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-98
99,9e11f3ae-1e92-422f-aa73-3de37f49a2a4,B0100099,Kristina,Mccormick,Kristina,kmccormick.99@slu.edu,kristina.mccormick99@example.com,12208065393,MS Software Engineering,School of Science & Engineering,Cloud Computing,Fall-2023,Summer-2024,2024,F1,OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-99
100,455db512-2be7-4309-89ed-82633fcbfad7,B0100100,Adam,Vazquez,Kristina,avazquez.100@slu.edu,adam.vazquez100@example.com,12344933177,MS Information Technology,School of Science & Engineering,Networking,Fall-2023,Fall-2025,2025,Other,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-100
101,99f18731-e39d-4959-b35d-05147855012b,B0100101,Patrick,Li,Patrick,pli.101@slu.edu,patrick.li101@example.com,17178658548,MS Computer Science,School of Science & Engineering,AI & ML,Spring-2021,Fall-2023,2023,H1B,None,Hyderabad,IL,India,https://www.linkedin.com/in/slu-student-101
102,19ed81e8-10a1-42c7-b8d1-67a8d99a082f,B0100102,Jeffrey,Glover,Jeffrey,jglover.102@slu.edu,jeffrey.glover102@example.com,13972341161,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2021,Spring-2023,2023,PR,None,Bengaluru,IL,India,https://www.linkedin.com/in/slu-student-102
103,725f96a8-97f1-4739-971d-442bed94dbc2,B0100103,Christopher,Butler,Christopher,cbutler.103@slu.edu,christopher.butler103@example.com,14424966898,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2020,Summer-2022,2022,F1,STEM OPT,Bengaluru,IL,India,https://www.linkedin.com/in/slu-student-103
104,4e522258-476c-40b4-8f66-2b82036da7a7,B0100104,Lindsay,Holland,Christopher,lholland.104@slu.edu,lindsay.holland104@example.com,17934603217,MBA,Chaifetz School of Business,Business Analytics,Fall-2021,Spring-2023,2023,H1B,None,Hyderabad,IL,India,https://www.linkedin.com/in/slu-student-104
105,0c6dda06-384e-435e-87a2-75dd748f755c,B0100105,Ashley,Austin,Ashley,aaustin.105@slu.edu,ashley.austin105@example.com,13387371666,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2022,Fall-2023,2023,H1B,None,Hyderabad,IL,India,https://www.linkedin.com/in/slu-student-105
106,a2a38089-7659-4fba-a038-6088738c1adf,B0100106,Ryan,Smith,Ryan,rsmith.106@slu.edu,ryan.smith106@example.com,14536428028,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2022,Summer-2024,2024,Other,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-106
107,bde560d2-9803-4eae-a551-a6391d4277fd,B0100107,Heather,Phillips,Heather,hphillips.107@slu.edu,heather.phillips107@example.com,12614804855,MS Data Science,School of Science & Engineering,Big Data,Summer-2022,Fall-2024,2024,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-107
108,13b22a6d-10c4-4e19-97b2-93be327996fe,B0100108,Francisco,Hurst,Heather,fhurst.108@slu.edu,francisco.hurst108@example.com,14748692103,MS Information Technology,School of Science & Engineering,Networking,Fall-2021,Spring-2023,2023,F1,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-108
109,73c3909e-6579-4665-aeb0-68eece71ff4c,B0100109,Jesse,Glover,Jesse,jglover.109@slu.edu,jesse.glover109@example.com,15428114403,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2022,Summer-2024,2024,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-109
110,981fd802-6611-4944-b62b-71f922c6c9b5,B0100110,Anthony,Hernandez,Anthony,ahernandez.110@slu.edu,anthony.hernandez110@example.com,15246543280,MBA,Chaifetz School of Business,Business Analytics,Spring-2022,Fall-2023,2023,F1,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-110
111,12473b60-11ea-4b38-990f-ff26ae382477,B0100111,Christopher,Ellis,Christopher,cellis.111@slu.edu,christopher.ellis111@example.com,13584221203,MBA,Chaifetz School of Business,Business Analytics,Fall-2022,Summer-2023,2023,H1B,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-111
112,4f1adae0-45a0-452e-87b2-f48a8f6a261c,B0100112,Rachel,Ibarra,Christopher,ribarra.112@slu.edu,rachel.ibarra112@example.com,13174787209,MS Computer Science,School of Science & Engineering,AI & ML,Summer-2020,Spring-2022,2022,F1,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-112
113,2219fe0d-7c47-46a4-8ecd-e89953e77314,B0100113,Sophia,Smith,Sophia,ssmith.113@slu.edu,sophia.smith113@example.com,16763006454,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2022,Fall-2023,2023,H1B,None,Hyderabad,WA,India,https://www.linkedin.com/in/slu-student-113
114,97ac71bd-02d5-4f58-b465-338756333465,B0100114,Jacob,Harvey,Jacob,jharvey.114@slu.edu,jacob.harvey114@example.com,16453203564,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2022,Spring-2023,2023,PR,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-114
115,568d7894-002d-41ac-bfce-628e1272155d,B0100115,Regina,Smith,Regina,rsmith.115@slu.edu,regina.smith115@example.com,14195307057,MBA,Chaifetz School of Business,Business Analytics,Spring-2022,Spring-2023,2023,F1,STEM OPT,Bengaluru,TX,India,https://www.linkedin.com/in/slu-student-115
116,a1a419c2-e11e-4d70-8395-f207d1d0c0b3,B0100116,Melinda,Williams,Regina,mwilliams.116@slu.edu,melinda.williams116@example.com,19899495753,MS Information Technology,School of Science & Engineering,Networking,Fall-2023,Spring-2025,2025,F1,STEM OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-116
117,667b4104-ac74-4b46-85c1-253cb927fd40,B0100117,Brian,Velez,Brian,bvelez.117@slu.edu,brian.velez117@example.com,15588576479,MS Information Systems,School of Science & Engineering,Data Analytics,Spring-2023,Fall-2025,2025,H1B,None,Bengaluru,NY,India,https://www.linkedin.com/in/slu-student-117
118,85989fe5-af67-40ca-bdde-a8a4bde02544,B0100118,Maria,Page,Maria,mpage.118@slu.edu,maria.page118@example.com,15004785635,MS Data Science,School of Science & Engineering,Big Data,Summer-2020,Fall-2021,2021,F1,OPT,Hyderabad,NY,India,https://www.linkedin.com/in/slu-student-118
119,5e72b026-67f4-47ba-abb1-9aa8836a9da8,B0100119,Luis,Phillips,Luis,lphillips.119@slu.edu,luis.phillips119@example.com,17204698562,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2024,Summer-2026,2026,H1B,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-119
120,a1b9650a-657e-461b-97b8-c88e5029f88b,B0100120,Alejandro,Reed,Luis,areed.120@slu.edu,alejandro.reed120@example.com,16796239108,MS Information Technology,School of Science & Engineering,Networking,Spring-2023,Spring-2024,2024,PR,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-120
121,f1bad8ed-f106-4790-9036-c38e274c9389,B0100121,Lisa,Nielsen,Lisa,lnielsen.121@slu.edu,lisa.nielsen121@example.com,19349088500,MS Information Technology,School of Science & Engineering,Networking,Fall-2023,Spring-2024,2024,F1,OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-121
122,ce6bfbcc-3381-4517-8712-eb3c4dcda869,B0100122,Beth,Jenkins,Beth,bjenkins.122@slu.edu,beth.jenkins122@example.com,17793587301,MS Software Engineering,School of Science & Engineering,Cloud Computing,Spring-2021,Fall-2022,2022,F1,OPT,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-122
123,c9cb2f5e-fe3a-45a6-b105-fb2ae75e333e,B0100123,Mark,Parker,Mark,mparker.123@slu.edu,mark.parker123@example.com,19684983487,MS Information Technology,School of Science & Engineering,Networking,Summer-2023,Fall-2025,2025,F1,STEM OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-123
124,e9d611d4-4edb-43b3-9f2f-c039eb168dda,B0100124,Travis,Underwood,Mark,tunderwood.124@slu.edu,travis.underwood124@example.com,18612639816,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2020,Spring-2021,2021,Other,None,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-124
125,c1b3821d-13d1-4318-b5f2-7b2e718a056c,B0100125,Melissa,Barnett,Melissa,mbarnett.125@slu.edu,melissa.barnett125@example.com,14845662977,MS Information Technology,School of Science & Engineering,Networking,Fall-2022,Fall-2024,2024,F1,OPT,Bengaluru,MO,India,https://www.linkedin.com/in/slu-student-125
126,c987593d-3e27-4d2c-b462-fdac906c5f93,B0100126,Alexander,Perez,Alexander,aperez.126@slu.edu,alexander.perez126@example.com,15996299657,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2021,Summer-2023,2023,Other,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-126
127,9c09da73-bfca-45d8-9afe-f2f009109d8d,B0100127,Douglas,Newton,Douglas,dnewton.127@slu.edu,douglas.newton127@example.com,14949646581,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2020,Fall-2021,2021,F1,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-127
128,aa1e7464-a500-47f8-b0bf-0f7f96b65f37,B0100128,Tracy,Johnson,Douglas,tjohnson.128@slu.edu,tracy.johnson128@example.com,19508977178,MBA,Chaifetz School of Business,Business Analytics,Spring-2021,Fall-2023,2023,F1,STEM OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-128
129,a581db0b-4143-4327-a800-9a82e0fffe37,B0100129,Samuel,Wolfe,Samuel,swolfe.129@slu.edu,samuel.wolfe129@example.com,13999033404,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2024,Summer-2025,2025,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-129
130,d763318e-2c1d-4617-98d7-414067be6585,B0100130,Charles,Kelly,Charles,ckelly.130@slu.edu,charles.kelly130@example.com,12735525070,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2022,Summer-2024,2024,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-130
131,a08006fc-160a-4ea5-9e8d-f617e8e4c421,B0100131,Bryan,Joyce,Bryan,bjoyce.131@slu.edu,bryan.joyce131@example.com,14412575918,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Spring-2021,Summer-2022,2022,F1,OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-131
132,ca13c093-7d12-4f73-8227-c5290945cf50,B0100132,Kim,Williams,Bryan,kwilliams.132@slu.edu,kim.williams132@example.com,12606343535,MS Cybersecurity,School of Science & Engineering,Network Security,Spring-2023,Summer-2025,2025,F1,OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-132
133,50acdf85-53b2-4c7e-8406-89aa38e739a9,B0100133,Kayla,Deleon,Kayla,kdeleon.133@slu.edu,kayla.deleon133@example.com,18785759366,MS Computer Science,School of Science & Engineering,AI & ML,Fall-2024,Summer-2025,2025,Citizen,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-133
134,f47a10f1-faa6-45a4-9104-807e0790775c,B0100134,Charlene,Cooper,Charlene,ccooper.134@slu.edu,charlene.cooper134@example.com,12917742474,MBA,Chaifetz School of Business,Business Analytics,Spring-2021,Summer-2022,2022,H1B,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-134
135,413edf60-3f22-45e7-a76a-093c3477274b,B0100135,Penny,Patterson,Penny,ppatterson.135@slu.edu,penny.patterson135@example.com,13285662110,MS Data Science,School of Science & Engineering,Big Data,Spring-2020,Summer-2022,2022,Citizen,None,New York,NY,USA,https://www.linkedin.com/in/slu-student-135
136,02d9a1b3-2068-4943-bb36-77aa9c10d1b3,B0100136,Dennis,Marsh,Penny,dmarsh.136@slu.edu,dennis.marsh136@example.com,18115922200,MS Information Technology,School of Science & Engineering,Networking,Summer-2024,Fall-2025,2025,F1,STEM OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-136
137,285d2835-faf4-4a8e-98fe-d40cccfa0b9a,B0100137,Bryan,Moore,Bryan,bmoore.137@slu.edu,bryan.moore137@example.com,17455688626,MS Information Technology,School of Science & Engineering,Networking,Summer-2020,Spring-2022,2022,F1,OPT,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-137
138,5b1663aa-2fe2-46d2-9a1d-efc924a33a36,B0100138,Jennifer,Melton,Jennifer,jmelton.138@slu.edu,jennifer.melton138@example.com,13555637678,MS Information Systems,School of Science & Engineering,Data Analytics,Fall-2024,Summer-2026,2026,F1,STEM OPT,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-138
139,d87b8ecf-d8f8-4f5b-b6ea-4d8082c6d9be,B0100139,Bradley,Meyer,Bradley,bmeyer.139@slu.edu,bradley.meyer139@example.com,19772317695,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2020,Spring-2022,2022,F1,STEM OPT,Bengaluru,IL,India,https://www.linkedin.com/in/slu-student-139
140,280773ef-3d81-449f-9124-3cd1217fd547,B0100140,Renee,Lucas,Bradley,rlucas.140@slu.edu,renee.lucas140@example.com,18939994940,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2023,Summer-2025,2025,F1,None,Boston,MA,USA,https://www.linkedin.com/in/slu-student-140
141,9aaff0ba-276e-4554-afe2-2c5d99ee1ecb,B0100141,David,Mejia,David,dmejia.141@slu.edu,david.mejia141@example.com,15494607681,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Fall-2022,Spring-2024,2024,F1,STEM OPT,Bengaluru,MA,India,https://www.linkedin.com/in/slu-student-141
142,0f6b19da-342b-4550-919b-177fe8f5afbe,B0100142,Kimberly,Andrade,Kimberly,kandrade.142@slu.edu,kimberly.andrade142@example.com,12785471232,MS Cybersecurity,School of Science & Engineering,Network Security,Fall-2021,Spring-2022,2022,F1,OPT,Boston,MA,USA,https://www.linkedin.com/in/slu-student-142
143,04d47c57-d150-45ea-9fbc-ec9f435e1753,B0100143,Christine,Young,Christine,cyoung.143@slu.edu,christine.young143@example.com,14046691158,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2024,Summer-2026,2026,H1B,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-143
144,8706319b-9490-4d70-9219-734a4917509e,B0100144,Michele,White,Christine,mwhite.144@slu.edu,michele.white144@example.com,15977216857,MS Information Technology,School of Science & Engineering,Networking,Fall-2020,Summer-2021,2021,F1,None,Bengaluru,WA,India,https://www.linkedin.com/in/slu-student-144
145,f6f3c523-1281-4b0c-ae61-3429fe411738,B0100145,George,Wilson,George,gwilson.145@slu.edu,george.wilson145@example.com,17729326686,MS Information Technology,School of Science & Engineering,Networking,Fall-2021,Spring-2023,2023,Other,None,Seattle,WA,USA,https://www.linkedin.com/in/slu-student-145
146,9796bec9-e717-4034-a03e-789ec101e65c,B0100146,Christina,Patton,Christina,cpatton.146@slu.edu,christina.patton146@example.com,14238077186,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2021,Fall-2022,2022,Citizen,None,Chicago,IL,USA,https://www.linkedin.com/in/slu-student-146
147,d3d87cc3-b1ce-4fd6-ab61-53b601e42988,B0100147,Steven,Torres,Steven,storres.147@slu.edu,steven.torres147@example.com,18264115360,MBA,Chaifetz School of Business,Business Analytics,Summer-2021,Summer-2022,2022,PR,None,Austin,TX,USA,https://www.linkedin.com/in/slu-student-147
148,3ac6c906-f255-4f96-bab5-0ecdf2e0d991,B0100148,Robin,Carlson,Steven,rcarlson.148@slu.edu,robin.carlson148@example.com,17349777685,MS Business Analytics,Chaifetz School of Business,Predictive Modeling,Summer-2022,Fall-2024,2024,F1,STEM OPT,Hyderabad,TX,India,https://www.linkedin.com/in/slu-student-148
149,9c3ae585-b418-4171-9e68-f493e0392a2a,B0100149,Scott,Mitchell,Scott,smitchell.149@slu.edu,scott.mitchell149@example.com,16534162337,MS Information Technology,School of Science & Engineering,Networking,Summer-2024,Fall-2026,2026,F1,STEM OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-149
150,d0e640e6-38af-4825-b184-e2724e43652a,B0100150,Tammy,Noble,Tammy,tnoble.150@slu.edu,tammy.noble150@example.com,15957234595,MS Information Systems,School of Science & Engineering,Data Analytics,Summer-2021,Summer-2022,2022,F1,STEM OPT,New York,NY,USA,https://www.linkedin.com/in/slu-student-150
151,1cd75403-d216-4c77-9ba7-e5d6a2fd426b,B0100151,Julia,Lambert,Julia,jlambert.151@slu.edu,julia.lambert151@example.com,17634136650,MBA,Chaifetz School of Business,Business Analytics,Spring-2020,Spring-2021,2021,F1,STEM OPT,St. Louis,MO,USA,https://www.linkedin.com/in/slu-student-151
152,d2746949-7e25-42aa-9692-1a09fb772722,B0100152,Dennis,Cochran,Julia,dcochran.152@slu.edu,dennis.cochran152@example.com,13553337735,MBA,Chaifetz School of Business,Business Analytics,Summer-2020,Summer-2022,2022,PR,None,Dallas,TX,USA,https://www.linkedin.com/in/slu-student-152
153,14559115-e30f-4a29-b819-f8c4c9eac01f,B0100153,Cynthia,Cohen,Cynthia,ccohen.153@slu.edu,cynthia.cohen153@example.com,13514212838,MS Software Engineering,School of Science & Engineering,Cloud Computing,Summer-2024,Summer-2026,2026,F1,STEM OPT,Austin,TX,USA,https://www.linkedin.com/in/slu-student-153
